,age,careAddr,careNm,careTel,chargeNm,colorCd,desertionNo,filename,happenDt,happenPlace,kindCd,neuterYn,noticeEdt,noticeNo,noticeSdt,officetel,orgNm,popfile,processState,sexCd,specialMark,weight
49,2018(년생),인천광역시 계양구 다남동 35-8,인천수의사회,032-515-7567,남동구,검/흰,428353201801001,http://www.animal.go.kr/files/shelter/2018/10/201811071411200_s.jpg,20181106,남동구 간석동 389-35 진다방,[고양이] 한국 고양이,U,20181119,인천-남동-2018-00866,20181107,032-453-6094,인천광역시 남동구,http://www.animal.go.kr/files/shelter/2018/10/201811071411200.jpg,보호중,M,후송중폐사,0.5(Kg)
50,2016(년생),인천광역시 계양구 다남동 35-8,인천수의사회,032-515-7567,남동구,흰,428353201801000,http://www.animal.go.kr/files/shelter/2018/10/201811071411661_s.jpg,20181106,남동구 남촌동 풍림아파트201동앞,[고양이] 터키시 앙고라,U,20181119,인천-남동-2018-00865,20181107,032-453-6094,인천광역시 남동구,http://www.animal.go.kr/files/shelter/2018/10/201811071411661.jpg,보호중,M,등쪽회색털있음.,4(Kg)
51,2011(년생),인천광역시 계양구 다남동 35-8,인천수의사회,032-515-7567,남동구,흰,428353201800999,http://www.animal.go.kr/files/shelter/2018/10/201811071411838_s.jpg,20181106,남동구 간석동913,[개] 말티즈,U,20181119,인천-남동-2018-00864,20181107,032-453-6094,인천광역시 남동구,http://www.animal.go.kr/files/shelter/2018/10/201811071411838.jpg,보호중,F,"피부병,코에혹 있음",2.5(Kg)
52,2017(년생),인천광역시 계양구 다남동 35-8,인천수의사회,032-515-7567,남동구,흰/갈,428353201800998,http://www.animal.go.kr/files/shelter/2018/10/201811071411386_s.jpg,20181106,남동구 인주대로 899 만성중학교,[개] 믹스견,U,20181119,인천-남동-2018-00863,20181107,032-453-6094,인천광역시 남동구,http://www.animal.go.kr/files/shelter/2018/10/201811071411386.jpg,보호중,F,"피부병,파란어깨끈",3(Kg)
53,2017(년생),인천광역시 계양구 다남동 35-8,인천수의사회,032-515-7567,남동구,갈/검,428353201800997,http://www.animal.go.kr/files/shelter/2018/10/201811071311249_s.jpg,20181106,남동구 24시독스동물병원,[개] 요크셔 테리어,U,20181119,인천-남동-2018-00862,20181107,032-453-6094,인천광역시 남동구,http://www.animal.go.kr/files/shelter/2018/10/201811071311249.jpg,보호중,F,"빨간옷착용,설사",2.8(Kg)
54,2018(년생),인천광역시 계양구 다남동 35-8,인천광역시 수의사회,032-515-7567,최재영,갈/흰/검,428351201800952,http://www.animal.go.kr/files/shelter/2018/10/201811071111248_s.jpg,20181106,미추홀구 길파로 27번길16,[고양이] 한국 고양이,U,20181119,인천-미추홀-2018-00376,20181107,032-880-4383,인천광역시 미추홀구,http://www.animal.go.kr/files/shelter/2018/10/201811071111248.jpg,보호중,F,건강미흡,0.5(Kg)
55,2013(년생),인천광역시 계양구 다남동 35-8,인천광역시 수의사회,032-515-7567,최재영,갈,428351201800951,http://www.animal.go.kr/files/shelter/2018/10/201811071111426_s.jpg,20181106,미추홀구 인천보훈병원,[개] 믹스견,U,20181119,인천-미추홀-2018-00375,20181107,032-880-4383,인천광역시 미추홀구,http://www.animal.go.kr/files/shelter/2018/10/201811071111426.jpg,보호중,F,"들개,포획틀로구조",12(Kg)
56,2018(년생),인천광역시 계양구 다남동 35-8,인천광역시 수의사회,032-515-7567,최재영,갈,428351201800950,http://www.animal.go.kr/files/shelter/2018/10/201811071111952_s.jpg,20181106,미추홀구 시드니동물병원,[개] 믹스견,U,20181119,인천-미추홀-2018-00374,20181107,032-880-4383,인천광역시 미추홀구,http://www.animal.go.kr/files/shelter/2018/10/201811071111952.jpg,보호중,F,온순함,3.5(Kg)
57,2016(년생),인천광역시 중구 개항로 68 (경동),경동동물병원,032-765-9988,조용현,흰색,428349201800855,http://www.animal.go.kr/files/shelter/2018/10/201811061511419_s.jpg,20181106,자유공원기상대슈퍼앞,[개] 말티즈,Y,20181119,인천-중구-2018-00729,20181107,032-760-7377,인천광역시 중구,http://www.animal.go.kr/files/shelter/2018/10/201811061511419.jpg,보호중,M,"중성화되어있고,빨간옷 착용하고있음.네발 털짧게 미용함",2.30(Kg)
58,2018(년생),인천광역시 중구 운중로 35 (운남동),신공항동물병원,032-751-4598,조용현,흰/검,428349201800854,http://www.animal.go.kr/files/shelter/2018/10/201811061511861_s.jpg,20181106,중구 운남동 592,[고양이] 한국 고양이,N,20181119,인천-중구-2018-00728,20181107,032-760-7377,인천광역시 중구,http://www.animal.go.kr/files/shelter/2018/10/201811061511861.jpg,보호중,F,우측 귀밑 외상/치료가 필요,5.22(Kg)
59,2018(년생),인천광역시 중구 운중로 35 (운남동),신공항동물병원,032-751-4598,조용현,흰/검,428349201800853,http://www.animal.go.kr/files/shelter/2018/10/20181106151150_s.jpg,20181106,중구 공항동로 135 스카이 72,[고양이] 한국 고양이,N,20181119,인천-중구-2018-00727,20181107,032-760-7377,인천광역시 중구,http://www.animal.go.kr/files/shelter/2018/10/20181106151150.jpg,보호중,F,활동적이며 건강상태 양호,0.58(Kg)
60,2017(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,경제과,삼색,427347201800861,http://www.animal.go.kr/files/shelter/2018/10/201811071111541_s.jpg,20181106,송현동 장관빌라,[고양이] 한국 고양이,N,20181119,대구-달서-2018-00636,20181107,053-667-2652,대구광역시 달서구,http://www.animal.go.kr/files/shelter/2018/10/201811071111541.jpg,종료(자연사),F,"교통사고 추정, 의식없음",3.5(Kg)
61,2018(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,경제과,노랑,427347201800860,http://www.animal.go.kr/files/shelter/2018/10/201811071111491_s.jpg,20181106,삼일 동물병원,[고양이] 한국 고양이,N,20181119,대구-달서-2018-00635,20181107,053-667-2652,대구광역시 달서구,http://www.animal.go.kr/files/shelter/2018/10/201811071111491.jpg,보호중,F,"어미분리자묘, 저체온증, 탈수, 탈진",0.25(Kg)
62,2018(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,경제과,갈색,427347201800859,http://www.animal.go.kr/files/shelter/2018/10/201811071111973_s.jpg,20181106,두류공원 산책로,[개] 믹스견,N,20181119,대구-달서-2018-00634,20181107,053-667-2652,대구광역시 달서구,http://www.animal.go.kr/files/shelter/2018/10/201811071111973.jpg,보호중,F,야생 강아지,1(Kg)
63,2018(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,경제과,갈색,427347201800858,http://www.animal.go.kr/files/shelter/2018/10/201811071111231_s.jpg,20181106,두류공원 산책로,[개] 믹스견,N,20181119,대구-달서-2018-00633,20181107,053-667-2652,대구광역시 달서구,http://www.animal.go.kr/files/shelter/2018/10/201811071111231.jpg,보호중,F,야생 강아지,1(Kg)
64,2018(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,경제과,갈색,427347201800857,http://www.animal.go.kr/files/shelter/2018/10/201811071111996_s.jpg,20181106,두류공원 산책로,[개] 믹스견,N,20181119,대구-달서-2018-00632,20181107,053-667-2652,대구광역시 달서구,http://www.animal.go.kr/files/shelter/2018/10/201811071111996.jpg,보호중,M,야생 강아지,1(Kg)
65,2018(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,경제과,갈색,427347201800856,http://www.animal.go.kr/files/shelter/2018/10/201811071011744_s.jpg,20181106,두류공원 산책로,[개] 믹스견,N,20181119,대구-달서-2018-00631,20181107,053-667-2652,대구광역시 달서구,http://www.animal.go.kr/files/shelter/2018/10/201811071011744.jpg,보호중,M,야생 강아지,1.05(Kg)
66,2018(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,경제과,갈색,427347201800855,http://www.animal.go.kr/files/shelter/2018/10/201811071011111_s.jpg,20181106,두류공원 산책로,[개] 믹스견,N,20181119,대구-달서-2018-00630,20181107,053-667-2652,대구광역시 달서구,http://www.animal.go.kr/files/shelter/2018/10/201811071011111.jpg,보호중,M,야생 강아지,1.06(Kg)
67,2018(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,경제과,갈색,427347201800854,http://www.animal.go.kr/files/shelter/2018/10/201811071011875_s.jpg,20181106,두류공원 산책로,[개] 믹스견,N,20181119,대구-달서-2018-00629,20181107,053-667-2652,대구광역시 달서구,http://www.animal.go.kr/files/shelter/2018/10/201811071011875.jpg,보호중,M,야생 강아지,1.05(Kg)
68,2012(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,이지현,흰색,427342201800795,http://www.animal.go.kr/files/shelter/2018/10/201811071311535_s.jpg,20181106,공산 터널 부근,[개] 말티즈,U,20181119,대구-동구-2018-00475,20181107,053-662-2654,대구광역시 동구,http://www.animal.go.kr/files/shelter/2018/10/201811071311535.jpg,보호중,M,미색 옷 착용,2.5(Kg)
69,2010(년생),대구광역시 동구 금강로 151-13 (금강동),대구유기동물보호센터,053-964-6258,이지현,흰색,427342201800794,http://www.animal.go.kr/files/shelter/2018/10/201811071311449_s.jpg,20181106,부동 고속도로 아래,[개] 말티즈,N,20181119,대구-동구-2018-00474,20181107,053-662-2654,대구광역시 동구,http://www.animal.go.kr/files/shelter/2018/10/201811071311449.jpg,종료(자연사),M,"영양상태불량, 오랜유기생활  추정, 교통사고, 의식 없음",2.5(Kg)
70,2018(년생),부산광역시 해운대구 해운대로 1252 (송정동),누리동물병원,051-701-7596,엄보미,갈색+흰색,426335201800790,http://www.animal.go.kr/files/shelter/2018/10/201811070911610_s.jpg,20181106,부산광역시 금정구 중앙대로 1778번길,[고양이],N,20181119,부산-금정-2018-00426,20181107,051-519-4741,부산광역시 금정구,http://www.animal.go.kr/files/shelter/2018/10/201811070911610.jpg,보호중,F,"금정 2-170,원인미상의 기력매우저하,영양상태불량",0.5(Kg)
71,2018(년생),부산광역시 해운대구 해운대로 1252 (송정동),누리동물병원,051-701-7596,엄보미,갈색+흰색,426335201800789,http://www.animal.go.kr/files/shelter/2018/10/201811070911280_s.jpg,20181106,부산광역시 금정구 반송로 490번길27,[고양이],N,20181119,부산-금정-2018-00425,20181107,051-519-4741,부산광역시 금정구,http://www.animal.go.kr/files/shelter/2018/10/201811070911280.jpg,보호중,Q,"금정 2-169,사고의심,기력저하",0.8(Kg)
72,2017(년생),부산광역시 해운대구 송정동 81-5,누리동물병원,051-701-7599,임진규,흰색,426331201800386,http://www.animal.go.kr/files/shelter/2018/10/201811071011594_s.jpg,20181106,양지골로 139,[개] 말티즈,U,20181119,부산-남구-2018-00391,20181107,051-607-4482,부산광역시 남구,http://www.animal.go.kr/files/shelter/2018/10/201811071011594.jpg,보호중,F,"사고의심, 왼쪽앞발 골절의심",3(Kg)
73,2008(년생),부산광역시 해운대구 송정동 81-5,누리동물병원,051-701-7599,임진규,갈색,426331201800385,http://www.animal.go.kr/files/shelter/2018/10/20181107101169_s.jpg,20181106,용호동 일신프리빌리지 아파트 입구,[개] 믹스견,U,20181119,부산-남구-2018-00390,20181107,051-607-4482,부산광역시 남구,http://www.animal.go.kr/files/shelter/2018/10/20181107101169.jpg,보호중,F,"예민하고 공격성 있음, 사고의심(다리에 상처 많고 배 쪽에 피멍있음), 눈 상태도 안 좋음",3.9(Kg)
74,2018(년생),부산광역시 해운대구 해운대로 1252 (송정동),누리동물병원,051-701-7593,양민규,검정색,426330201800359,http://www.animal.go.kr/files/shelter/2018/10/201811071011434_s.jpg,20181106,동래구청,[고양이],N,20181119,부산-동래-2018-00364,20181107,051-550-4916,부산광역시 동래구,http://www.animal.go.kr/files/shelter/2018/10/201811071011434.jpg,보호중,F,"영양상태불량,검정색",0.3(Kg)
75,2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),동물보호관리협회,051-971-6208,김헌수,흰검,426329201800615,http://www.animal.go.kr/files/shelter/2018/10/20181107081191_s.jpg,20181106,구청 당직실,[고양이] 한국 고양이,U,20181119,부산-부산진-2018-00617,20181107,051-605-4475,부산광역시 부산진구,http://www.animal.go.kr/files/shelter/2018/10/20181107081191.jpg,보호중,Q,기력소실,3(Kg)
76,2014(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),동물보호관리협회,051-971-6208,김헌수,갈색,426329201800614,http://www.animal.go.kr/files/shelter/2018/10/201811070811424_s.jpg,20181106,구청 당직실,[개] 믹스견,U,20181119,부산-부산진-2018-00616,20181107,051-605-4475,부산광역시 부산진구,http://www.animal.go.kr/files/shelter/2018/10/201811070811424.jpg,보호중,F,"매우사나움,허약",3(Kg)
77,2014(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) 사)유기동물및동물보호관리협회,유기동물보호관리협회,051-971-6208,손승현,갈색,426328201800279,http://www.animal.go.kr/files/shelter/2018/10/201811070911705_s.jpg,20181106,태종대 자갈마당,[고양이] 한국 고양이,N,20181115,부산-영도-2018-00275,20181107,051-419-4475,부산광역시 영도구,http://www.animal.go.kr/files/shelter/2018/10/201811070911705.jpg,보호중,F,"영도구 - 273, 부상고양이",3(Kg)
78,2015(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물 및 동물보호관리협회,(사)동물보호관리협회,051-971-6208,윤기정,흰검,426327201800143,http://www.animal.go.kr/files/shelter/2018/10/20181107151111_s.jpg,20181106,부산역 앞 투썸플레이스,[고양이] 한국 고양이,U,20181119,부산-동구-2018-00147,20181107,051-440-4525,부산광역시 동구,http://www.animal.go.kr/files/shelter/2018/10/20181107151111.jpg,보호중,F,동구-143,2(Kg)
79,2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동) (사)유기동물 및 동물보호관리협회,(사)동물보호관리협회,051-971-6208,윤기정,검갈회,426327201800142,http://www.animal.go.kr/files/shelter/2018/10/201811071511978_s.jpg,20181106,범일동 자유시장앞,[고양이] 한국 고양이,U,20181119,부산-동구-2018-00146,20181107,051-440-4525,부산광역시 동구,http://www.animal.go.kr/files/shelter/2018/10/201811071511978.jpg,보호중,Q,"동구-142, 젖먹이, 고양이 2두",0.3(Kg)
80,2016(년생),부산광역시 강서구 군라2길 206 (대저2동),부산동물보호센터,051-832-7119,김효진,황색,426325201800261,http://www.animal.go.kr/files/shelter/2018/10/201811071011997_s.jpg,20181106,동광동 인쇄골목/동광길 3,[개] 믹스견,N,20181116,부산-중구-2018-00264,20181107,051-600-4481,부산광역시 중구,http://www.animal.go.kr/files/shelter/2018/10/201811071011997.jpg,보호중,M,중구1-141호,6(Kg)
81,2018(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,흰색,411320201801583,http://www.animal.go.kr/files/shelter/2018/10/201811071111407_s.jpg,20181106,인헌2길8,[고양이] 페르시안-페프시안 친칠라,N,20181119,서울-관악-2018-00781,20181107,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811071111407.jpg,보호중,M,"구청신고됨,탈진,결막염(안구고름),설사,이유식급여",0.6(Kg)
82,2018(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,흰색,411320201801582,http://www.animal.go.kr/files/shelter/2018/10/20181107111183_s.jpg,20181106,인헌2길8,[고양이] 페르시안-페프시안 친칠라,N,20181119,서울-관악-2018-00780,20181107,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/20181107111183.jpg,보호중,F,"구청신고됨,탈진,결막염(안구고름),설사,이유식급여",0.5(Kg)
83,2018(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,"흰색,머리꼬리검은색",411320201801581,http://www.animal.go.kr/files/shelter/2018/10/201811071111718_s.jpg,20181106,인헌2길8,[고양이] 페르시안-페프시안 친칠라,N,20181119,서울-관악-2018-00779,20181107,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811071111718.jpg,보호중,M,"구청신고됨,탈진,결막염(안구고름),설사,이유식급여",0.5(Kg)
84,2018(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,검흰,411320201801580,http://www.animal.go.kr/files/shelter/2018/10/201811071111548_s.jpg,20181106,인헌2길8,[고양이] 페르시안-페프시안 친칠라,N,20181119,서울-관악-2018-00778,20181107,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811071111548.jpg,보호중,M,"구청신고됨,탈진,결막염(안구고름),설사,이유식급여",0.5(Kg)
85,2018(년생),서울특별시 마포구 합정동 411-18,홍익동물병원,02-325-2026,조황호,흰색,411313201801057,http://www.animal.go.kr/files/shelter/2018/10/201811061711729[1]_s.jpg,20181106,성미산로 27길,[기타축종],N,20181119,서울-마포-2018-00480,20181107,02-3153-8563,서울특별시 마포구,http://www.animal.go.kr/files/shelter/2018/10/201811061711729[1].jpg,보호중,Q,토끼,2(Kg)
86,2011(년생),"경상남도 창원시 진해구 웅천로 218 (성내동, 농업기술센터) 205번지",진해유기동물보호소,055-225-5701,진해기술지원과,흰색,448532201800851,http://www.animal.go.kr/files/shelter/2018/10/201811061711985_s.jpg,20181106,자은동 868-37,[개] 말티즈,N,20181116,경남-창원3-2018-00483,20181106,055-225-5701,경상남도 창원시 진해구,http://www.animal.go.kr/files/shelter/2018/10/201811061711985.jpg,보호중,M,"칩x, 중성화x, 미용과 목욕이 된 상태고, 너무 예쁘게 생김.",4.8(Kg)
87,2018(년생),"경상남도 창원시 진해구 웅천로 218 (성내동, 농업기술센터) 205번지",진해유기동물보호소,055-225-5701,진해기술지원과,흰색 노랑,448532201800850,http://www.animal.go.kr/files/shelter/2018/10/201811061711232_s.jpg,20181106,경화동 906-49,[개] 웰시 코기 펨브로크,U,20181116,경남-창원3-2018-00482,20181106,055-225-5701,경상남도 창원시 진해구,http://www.animal.go.kr/files/shelter/2018/10/201811061711232.jpg,보호중,F,"칩x 눈이 동그랗고 귀가 뾰족하게 섯으며, 털이 깨끗하고 너무 귀여움.",11(Kg)
88,2012(년생),"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",진주시유기동물보호소,055-749-6134,진주시청,흰 색,448531201800573,http://www.animal.go.kr/files/shelter/2018/10/201811061311209_s.jpg,20181106,진주시 상대동 330-74,[개] 스피츠,N,20181113,경남-진주-2018-00384,20181106,055-749-6134,경상남도 진주시,http://www.animal.go.kr/files/shelter/2018/10/201811061311209.jpg,보호중,M,검정색 목줄 착용,6.2(Kg)
89,2013(년생),"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설)",진주시유기동물보호소,055-749-6134,진주시청,갈 색,448531201800572,http://www.animal.go.kr/files/shelter/2018/10/201811061311835_s.jpg,20181106,진주시 문산읍 삼곡리,[개] 푸들,N,20181113,경남-진주-2018-00383,20181106,055-749-6134,경상남도 진주시,http://www.animal.go.kr/files/shelter/2018/10/201811061311835.jpg,보호중,F,연갈색 옷 착용,2.6(Kg)
90,2013(년생),경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,마산유기동물보호소,055-225-5625,마산합포회원구,검정,448528201801248,http://www.animal.go.kr/files/shelter/2018/10/201811061711962_s.jpg,20181106,진동면 다구리 433 부근,[개] 도베르만,U,20181116,경남-창원2-2018-00581,20181106,055-225-5625,경상남도 창원시 마산합포회원구,http://www.animal.go.kr/files/shelter/2018/10/201811061711962.jpg,보호중,M,목줄(빨간색)+목줄 끈 착용(푸른색),25(Kg)
91,2013(년생),경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,마산유기동물보호소,055-225-5625,마산합포회원구,갈색,448528201801247,http://www.animal.go.kr/files/shelter/2018/10/201811061311738_s.jpg,20181106,합성동 시외버스터미널 주변,[개] 푸들,U,20181116,경남-창원2-2018-00580,20181106,055-225-5625,경상남도 창원시 마산합포회원구,http://www.animal.go.kr/files/shelter/2018/10/201811061311738.jpg,보호중,M,"뼈다귀 모양 쇠사슬 목걸이 착용, 방울도 같이 있음",4(Kg)
92,2018(년생),"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",예천군유기동물보호소,010-9562-0975,예천군,연갈색,447523201800153,http://www.animal.go.kr/files/shelter/2018/10/201811061311423_s.jpg,20181106,용궁 단골식당,[개] 믹스견,N,20181116,경북-예천-2018-00150,20181106,054-650-6578,경상북도 예천군,http://www.animal.go.kr/files/shelter/2018/10/201811061311423.jpg,보호중,F,,3(Kg)
93,2018(년생),"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",예천군유기동물보호소,010-9562-0975,예천군,흰색,447523201800152,http://www.animal.go.kr/files/shelter/2018/10/201811061311850_s.jpg,20181106,용궁 파출소,[개] 믹스견,N,20181116,경북-예천-2018-00149,20181106,054-650-6578,경상북도 예천군,http://www.animal.go.kr/files/shelter/2018/10/201811061311850.jpg,보호중,M,,3(Kg)
94,2018(년생),"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",예천군유기동물보호소,010-9562-0975,예천군,흰색,447523201800151,http://www.animal.go.kr/files/shelter/2018/10/201811061311999_s.jpg,20181106,용궁 파출소,[개] 믹스견,N,20181116,경북-예천-2018-00148,20181106,054-650-6578,경상북도 예천군,http://www.animal.go.kr/files/shelter/2018/10/201811061311999.jpg,보호중,F,,3(Kg)
95,2018(년생),경상북도 성주군 대가면 동강한강로 941-1 가야유기동물보호소,가야유기동물보호소,010-3515-2020,이호현,갈색,447521201800289,http://www.animal.go.kr/files/shelter/2018/10/201811060911658_s.jpg,20181106,한국도로공사,[개] 믹스견,U,20181116,경북-성주-2018-00290,20181106,054-930-6684,경상북도 성주군,http://www.animal.go.kr/files/shelter/2018/10/201811060911658.jpg,보호중,F,갈색 암컷 믹스견 한마리,5~7(Kg)
96,2018(년생),경상북도 성주군 대가면 동강한강로 941-1 가야유기동물보호소,가야유기동물보호소,010-3515-2020,이호현,짙은 갈색,447521201800288,http://www.animal.go.kr/files/shelter/2018/10/201811060911324_s.jpg,20181106,수륜면 백운리 산 250-4 (수륜파출소 통보),[개] 믹스견,U,20181116,경북-성주-2018-00289,20181106,054-930-6684,경상북도 성주군,http://www.animal.go.kr/files/shelter/2018/10/201811060911324.jpg,보호중,M,수컷 믹스견 한마리,7~8(Kg)
97,2018(년생),경상북도 성주군 대가면 동강한강로 941-1 가야유기동물보호소,가야유기동물보호소,010-3515-2020,이호현,검흰 섞임,447521201800287,http://www.animal.go.kr/files/shelter/2018/10/201811060911289_s.jpg,20181106,수륜면 보월리 (수륜파출소 통보),[개] 믹스견,U,20181116,경북-성주-2018-00288,20181106,054-930-6684,경상북도 성주군,http://www.animal.go.kr/files/shelter/2018/10/201811060911289.jpg,보호중,M,수컷 믹스견 한마리,4~6(Kg)
98,2014(년생),"경상북도 청도군 화양읍 청화로 70 (화양읍, 청도군청) 농정과 동물방역계",청도동물보호소,054-370-6532,청도군,흰색,447519201800192,http://www.animal.go.kr/files/shelter/2018/10/201811061111173_s.jpg,20181106,청도군 이서고등학교,[개] 말티즈,Y,20181116,경북-청도-2018-00177,20181106,054-370-6534,경상북도 청도군,http://www.animal.go.kr/files/shelter/2018/10/201811061111173.jpg,보호중,M,"온순, 건강, 부분염색",3(Kg)
