,age,careAddr,careNm,careTel,chargeNm,colorCd,desertionNo,filename,happenDt,happenPlace,kindCd,neuterYn,noticeEdt,noticeNo,noticeSdt,officetel,orgNm,popfile,processState,sexCd,specialMark,weight
199,2016(년생),경기도 부천시 오정구 원종동 229-8,24시아이동물메디컬,032-677-5262,,흰색,441386201802312,http://www.animal.go.kr/files/shelter/2018/10/201811061711958_s.jpg,20181106,제이드카운티 1단지,[개] 말티즈,Y,20181116,경기-부천-2018-01207,20181106,032-625-2786,경기도 부천시,http://www.animal.go.kr/files/shelter/2018/10/201811061711958.jpg,보호중,M,"중성화 되어있고 귀,꼬리 남기고 미용되어있음. 순함",3(Kg)
200,2016(년생),"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합)",펫토피아동물병원,031-714-8392,정진아,갈,441378201802472,http://www.animal.go.kr/files/shelter/2018/10/201811061911432_s.jpg,20181106,상대원3005,[고양이] 샴,U,20181116,경기-성남-2018-01173,20181106,031-729-2612,경기도 성남시,http://www.animal.go.kr/files/shelter/2018/10/201811061911432.jpg,보호중,F,온순함,3.6(Kg)
201,2016(년생),"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합)",펫토피아동물병원,031-714-8392,정진아,노랑연두파랑,441378201802471,http://www.animal.go.kr/files/shelter/2018/10/20181106131130[1]_s.jpg,20181106,단대동 169,[기타축종] 앵무새,U,20181116,경기-성남-2018-01172,20181106,031-729-2612,경기도 성남시,http://www.animal.go.kr/files/shelter/2018/10/20181106131130[1].jpg,종료(반환),Q,상태관찰요함,1(Kg)
202,2017(년생),"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합)",펫토피아동물병원,031-714-8392,정진아,갈색,441378201802470,http://www.animal.go.kr/files/shelter/2018/10/201811061311963_s.jpg,20181106,장안로 25번길28,[기타축종] 고슴도치,U,20181116,경기-성남-2018-01171,20181106,031-729-2612,경기도 성남시,http://www.animal.go.kr/files/shelter/2018/10/201811061311963.jpg,보호중,M,건강상태양호,0.3(Kg)
203,2016(년생),"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합)",펫토피아동물병원,031-714-8392,정진아,갈색,441378201802469,http://www.animal.go.kr/files/shelter/2018/10/201811061311200_s.jpg,20181106,성남동 2090,[개] 믹스견,Y,20181116,경기-성남-2018-01170,20181106,031-729-2612,경기도 성남시,http://www.animal.go.kr/files/shelter/2018/10/201811061311200.jpg,보호중,M,"건강상태양호,중성화 됨,사람잘따름",5.5(Kg)
204,2015(년생),경기도 수원시 영통구 인계로220번길 20 (매탄동),방실웃는 동물병원,031-212-1999,노선영,흰색,441374201802411,http://www.animal.go.kr/files/shelter/2018/10/201811061611414_s.jpg,20181106,인계동 야자호텔 주차장,[기타축종] 토끼,N,20181113,경기-수원-2018-01387,20181106,031-228-3317,경기도 수원시,http://www.animal.go.kr/files/shelter/2018/10/201811061611414.jpg,보호중,M,착함,1.9(Kg)
205,2015(년생),경기도 수원시 장안구 송원로 83 (조원동) 장안동물병원,장안동물병원,031-245-8961,노선영,검회,441374201802410,http://www.animal.go.kr/files/shelter/2018/10/20181106161152_s.jpg,20181106,권선1동,[고양이] 한국 고양이,U,20181113,경기-수원-2018-01386,20181106,031-228-3317,경기도 수원시,http://www.animal.go.kr/files/shelter/2018/10/20181106161152.jpg,보호중,M,교통사고  기립곤란,5(Kg)
206,2014(년생),경기도 수원시 권선구 권선동 1192-2,고병기동물병원,031-236-7582,노선영,갈백,441374201802409,http://www.animal.go.kr/files/shelter/2018/10/201811061211132_s.jpg,20181106,원천동 홈플러스 부근,[고양이] 한국 고양이,N,20181113,경기-수원-2018-01385,20181106,031-228-3317,경기도 수원시,http://www.animal.go.kr/files/shelter/2018/10/201811061211132.jpeg,종료(자연사),M,기립불능과 기력이 없음,4.0(Kg)
207,2017(년생),"울산광역시 북구 진장유통로 64 (진장동, 롯데마트) 4층 쿨펫동물병원",쿨펫동물병원,052-288-7572,김기성,흰색,431372201800513,http://www.animal.go.kr/files/shelter/2018/10/201811061311712_s.jpg,20181106,진장 3길 26 세차장 앞,[개] 믹스견,N,20181116,울산-북구-2018-00341,20181106,052-241-8083,울산광역시 북구,http://www.animal.go.kr/files/shelter/2018/10/201811061311712.jpg,보호중,F,겁많음,8.4(Kg)
208,2016(년생),울산광역시 동구 방어진순환도로 645 (일산동),일산동물의료센터,052-252-5878,울산광역시 동구,삼색,431371201800383,http://www.animal.go.kr/files/shelter/2018/10/201811061811100_s.jpg,20181106,미포조선정문,[고양이] 한국 고양이,U,20181116,울산-동구-2018-00306,20181106,052-209-3538,울산광역시 동구,http://www.animal.go.kr/files/shelter/2018/10/201811061811100.png,보호중,Q,"교통사고,뒷다리골절",3.01(Kg)
209,2018(년생),울산광역시 남구 돋질로 232 (달동) 1층,강남동물병원,052-271-0075,방효빈,크림색,431370201801222,http://www.animal.go.kr/files/shelter/2018/10/201811061811410_s.jpg,20181106,태화강역 인근,[개] 믹스견,N,20181115,울산-남구-2018-00894,20181106,052-226-5663,울산광역시 남구,http://www.animal.go.kr/files/shelter/2018/10/201811061811410.jpg,보호중,F,아직어려 많이 짖음,3.80(Kg)
210,2011(년생),울산광역시 남구 돋질로 232 (달동) 1층,강남동물병원,052-271-0075,방효빈,애프리,431370201801221,http://www.animal.go.kr/files/shelter/2018/10/201811061811746_s.jpg,20181106,남구월평로69번길가게앞,[개] 푸들,Y,20181115,울산-남구-2018-00893,20181106,052-226-5663,울산광역시 남구,http://www.animal.go.kr/files/shelter/2018/10/201811061811746.jpg,보호중,M,우측전지골절상태장기로부정유합,5.60(Kg)
211,2016(년생),"광주광역시 북구 본촌마을길 25 (본촌동, 건국동사무소) 광주 동물보호소",광주 동물보호소,062-571-2808,광산구,검흰,429363201800652,http://www.animal.go.kr/files/shelter/2018/10/201811061711108_s.jpg,20181106,광산구 쌍암동,[개] 믹스견,N,20181116,광주-광산-2018-00650,20181106,062-571-2808,광주광역시 광산구,http://www.animal.go.kr/files/shelter/2018/10/201811061711108.jpg,보호중,M,18-1530해피,4.9(Kg)
212,2015(년생),"광주광역시 북구 본촌마을길 25 (본촌동, 건국동사무소) 광주 동물보호소",광주 동물보호소,062-571-2808,북구,흰,429362201800940,http://www.animal.go.kr/files/shelter/2018/10/201811061711132_s.jpg,20181106,북구 양산동,[개] 믹스견,N,20181116,광주-북구-2018-00938,20181106,062-410-6557,광주광역시 북구,http://www.animal.go.kr/files/shelter/2018/10/201811061711132.jpg,종료(반환),F,18-1531말리 우측전지부상,15(Kg)
213,2018(년생),"광주광역시 북구 본촌마을길 25 (본촌동, 건국동사무소) 광주 동물보호소",광주 동물보호소,062-571-2808,북구,"갈,흰",429362201800939,http://www.animal.go.kr/files/shelter/2018/10/201811061511974_s.jpg,20181106,북구 오치동,[개] 믹스견,U,20181116,광주-북구-2018-00937,20181106,062-410-6557,광주광역시 북구,http://www.animal.go.kr/files/shelter/2018/10/201811061511974.jpg,보호중,F,18-1528 귤이,3.8(Kg)
214,2018(년생),"광주광역시 북구 본촌마을길 25 (본촌동, 건국동사무소) 광주 동물보호소",광주 동물보호소,062-571-2808,북구,"갈,흰",429362201800938,http://www.animal.go.kr/files/shelter/2018/10/20181106141191_s.jpg,20181106,북구 오치동,[개] 믹스견,U,20181116,광주-북구-2018-00936,20181106,062-410-6557,광주광역시 북구,http://www.animal.go.kr/files/shelter/2018/10/20181106141191.jpg,보호중,F,18-1527 감이,4.2(Kg)
215,2018(년생),"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)",베스트동물병원,032-934-9340,강화군청,"흰색, 연갈색, 검갈색",428357201800706,http://www.animal.go.kr/files/shelter/2018/10/201811062111341_s.jpg,20181106,길상면 선두리 1-10,[개] 믹스견,N,20181116,인천-강화-2018-00458,20181106,032-934-9340,인천광역시 강화군,http://www.animal.go.kr/files/shelter/2018/10/201811062111341.jpg,보호중,F,생후 45일령,1.32(Kg)
216,2018(년생),"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)",베스트동물병원,032-934-9340,강화군청,"흰색, 검갈색,연갈색",428357201800705,http://www.animal.go.kr/files/shelter/2018/10/201811062111907_s.jpg,20181106,길상면 선두리 1-10,[개] 믹스견,N,20181116,인천-강화-2018-00457,20181106,032-934-9340,인천광역시 강화군,http://www.animal.go.kr/files/shelter/2018/10/201811062111907.jpg,보호중,F,생후45일령,1.06(Kg)
217,2018(년생),"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)",베스트동물병원,032-934-9340,강화군청,"흰색, 검갈색",428357201800704,http://www.animal.go.kr/files/shelter/2018/10/20181106211165_s.jpg,20181106,길상면 선두리 1-10,[개] 믹스견,N,20181116,인천-강화-2018-00456,20181106,032-934-9340,인천광역시 강화군,http://www.animal.go.kr/files/shelter/2018/10/20181106211165.jpg,보호중,F,생후45일령,1.32(Kg)
218,2018(년생),"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)",베스트동물병원,032-934-9340,강화군청,"흰색, 연갈색, 검은색",428357201800703,http://www.animal.go.kr/files/shelter/2018/10/201811062111301_s.jpg,20181106,길상면 선두리 1-10,[개] 믹스견,N,20181116,인천-강화-2018-00455,20181106,032-934-9340,인천광역시 강화군,http://www.animal.go.kr/files/shelter/2018/10/201811062111301.jpg,보호중,F,생후45일령,1.44(Kg)
219,2018(년생),"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)",베스트동물병원,032-934-9340,강화군청,"연갈색, 검갈색",428357201800700,http://www.animal.go.kr/files/shelter/2018/10/20181106121114_s.jpg,20181106,선두리 1-10,[개] 믹스견,N,20181116,인천-강화-2018-00454,20181106,032-934-9340,인천광역시 강화군,http://www.animal.go.kr/files/shelter/2018/10/20181106121114.jpg,보호중,F,가슴부분 흰색,1.24(Kg)
220,2018(년생),"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)",베스트동물병원,032-934-9340,강화군청,"회색, 흰색",428357201800699,http://www.animal.go.kr/files/shelter/2018/10/201811061211639_s.jpg,20181106,선두리 1-10,[개] 믹스견,N,20181116,인천-강화-2018-00453,20181106,032-934-9340,인천광역시 강화군,http://www.animal.go.kr/files/shelter/2018/10/201811061211639.jpg,보호중,F,"가슴,양 앞발부분 흰색",6.96(Kg)
221,2016(년생),"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)",베스트동물병원,032-934-9340,강화군청,"갈색, 흰색",428357201800698,http://www.animal.go.kr/files/shelter/2018/10/201811061211894_s.jpg,20181106,선두리 1-10,[개] 믹스견,N,20181116,인천-강화-2018-00452,20181106,032-934-9340,인천광역시 강화군,http://www.animal.go.kr/files/shelter/2018/10/201811061211894.jpg,보호중,F,가슴부분 흰색,6.96(Kg)
222,2018(년생),인천광역시 서구 가정동 517-32,가정동물병원,032-575-0835,장채현,검정,428356201801349,http://www.animal.go.kr/files/shelter/2018/10/201811061411256_s.jpg,20181106,석남동일대,[고양이] 한국 고양이,U,20181116,인천-서구-2018-01045,20181106,032-560-4456,인천광역시 서구,http://www.animal.go.kr/files/shelter/2018/10/201811061411256.jpg,종료(안락사),Q,설사.침울.탈수.범백양성,1(Kg)
223,2016(년생),인천광역시 서구 가정동 517-32,가정동물병원,032-575-0835,장채현,흰검,428356201801348,http://www.animal.go.kr/files/shelter/2018/10/20181106141131_s.jpg,20181106,신석체육공원,[고양이] 터키시 앙고라,U,20181116,인천-서구-2018-01044,20181106,032-560-4456,인천광역시 서구,http://www.animal.go.kr/files/shelter/2018/10/20181106141131.jpg,종료(자연사),F,항문낭염.오드아이,2(Kg)
224,2017(년생),인천광역시 동구 솔빛로 2 (송현동),인천종합동물병원,032-765-0112,최현영,검정+갈색,428350201800246,http://www.animal.go.kr/files/shelter/2018/10/201811061611916_s.jpg,20181106,송림동 지구대 근처,[고양이] 한국 고양이,U,20181116,인천-동구-2018-00191,20181106,032-770-6383,인천광역시 동구,http://www.animal.go.kr/files/shelter/2018/10/201811061611916.jpg,보호중,F,기력없음,2.1(Kg)
225,2018(년생),대구광역시 달성군 화원읍 사문진로 447 (화원읍) 화원읍 관할,화원연합동물병원,053-634-7975,달성군,흰갈,427348201801017,http://www.animal.go.kr/files/shelter/2018/10/201811061611499_s.jpg,20181106,화원 태왕리더스 아파트 인근,[고양이] 한국 고양이,N,20181116,대구-달성-2018-00804,20181106,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/10/201811061611499.jpg,보호중,M,2개월령. 양쪽 귀끝에 피부병변. 사람손을 매우 잘탐,1.2(Kg)
226,2015(년생),대구광역시 달성군 현풍면 원교길 6 (현풍면) 구지면 관할,달성축산동물병원,053-614-3775,달성군,흰색,427348201801016,http://www.animal.go.kr/files/shelter/2018/10/201811061511404_s.jpg,20181106,현풍 축산물 도매시장,[개] 믹스견,U,20181116,대구-달성-2018-00803,20181106,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/10/201811061511404.jpg,보호중,F,"탈수,탈진,저체온증,철사줄에 감긴 피부 괴사",2.16(Kg)
227,2018(년생),대구광역시 달성군 다사읍 달구벌대로 893 (다사읍),119동물병원,053-585-1195,달성군,"백, 갈, 흑",427348201801015,http://www.animal.go.kr/files/shelter/2018/10/201811061411800_s.jpg,20181106,다사읍 세천리 근린공원,[고양이] 한국 고양이,N,20181116,대구-달성-2018-00802,20181106,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/10/201811061411800.jpg,보호중,Q,기력 소실,0.2(Kg)
228,2018(년생),대구광역시 달성군 다사읍 달구벌대로 893 (다사읍),119동물병원,053-585-1195,달성군,"갈, 흑, 백",427348201801014,http://www.animal.go.kr/files/shelter/2018/10/201811061411613[1]_s.jpg,20181106,다사읍 문산리 낙동강변,[개] 믹스견,N,20181116,대구-달성-2018-00801,20181106,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/10/201811061411613[1].jpg,보호중,M,.,1.5(Kg)
229,2018(년생),대구광역시 중구 동인동4가 국채보상로 724 (동인동4가) 가창면 관할,동인동물병원,053-424-4258,달성군,검정,427348201801013,http://www.animal.go.kr/files/shelter/2018/10/20181106141153_s.jpg,20181106,가창댐근처,[개] 프렌치 불독,N,20181116,대구-달성-2018-00800,20181106,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/10/20181106141153.jpeg,보호중,M,순함,3(Kg)
230,2016(년생),대구광역시 달성군 현풍면 원교길 6 (현풍면) 구지면 관할,달성축산동물병원,053-614-3775,달성군,황갈,427348201801012,http://www.animal.go.kr/files/shelter/2018/10/201811061111436_s.jpg,20181106,현풍시장,[개] 믹스견,N,20181116,대구-달성-2018-00799,20181106,053-668-3864,대구광역시 달성군,http://www.animal.go.kr/files/shelter/2018/10/201811061111436.jpg,보호중,M,파란 목줄,12.47(Kg)
231,2018(년생),대구광역시 수성구 수성동2가 명덕로 421 (수성동2가) 4호,허동물병원,053-752-7535,경제환경과,"흰색,검정,노랑",427346201801094,http://www.animal.go.kr/files/shelter/2018/10/201811061311152_s.jpg,20181106,범어동215-19,[고양이] 한국 고양이,N,20181116,대구-수성-2018-00690,20181106,053-666-2606,대구광역시 수성구,http://www.animal.go.kr/files/shelter/2018/10/201811061311152.jpeg,종료(자연사),F,"사지마비,탈진,기력없음",0.5(Kg)
232,2018(년생),대구광역시 서구 국채보상로 176 (중리동),대구시수의사회(더난),053-552-0075,손규희,토터쉘(모자이크 무늬),427343201800917,http://www.animal.go.kr/files/shelter/2018/10/201811061711433_s.jpg,20181106,평라푸르지오시장안,[고양이] 한국 고양이,N,20181116,대구-서구-2018-00625,20181106,053-663-2644,대구광역시 서구,http://www.animal.go.kr/files/shelter/2018/10/201811061711433.jpg,보호중,F,.,0.7(Kg)
233,2016(년생),대구광역시 서구 달서로 165 (비산동),대구시수의사회(보경),053-559-9020,손규희,흰색,427343201800916,http://www.animal.go.kr/files/shelter/2018/10/201811061711581_s.jpg,20181106,서구 비산1동 자율방범대 부근,[개] 진도견,N,20181116,대구-서구-2018-00624,20181106,053-663-2644,대구광역시 서구,http://www.animal.go.kr/files/shelter/2018/10/201811061711581.jpg,종료(반환),F,온순함  목줄 있는 상태로 발견,20(Kg)
234,2011(년생),대구광역시 서구 달서로 165 (비산동),대구시수의사회(보경),053-559-9020,손규희,갈색,427343201800915,http://www.animal.go.kr/files/shelter/2018/10/201811061211356_s.jpg,20181106,서구 국채보상로 50길 50-29,[개] 믹스견,Y,20181116,대구-서구-2018-00623,20181106,053-663-2644,대구광역시 서구,http://www.animal.go.kr/files/shelter/2018/10/201811061211356.jpg,종료(반환),M,온순함 사진의 옷 착용 상태로 발견,3.5(Kg)
235,2011(년생),대구광역시 서구 달서로 165 (비산동),대구시수의사회(보경),053-559-9020,손규희,갈색,427343201800914,http://www.animal.go.kr/files/shelter/2018/10/201811061211918_s.jpg,20181106,서구 국채보상로 50길 50-29 일대,[개] 믹스견,U,20181116,대구-서구-2018-00622,20181106,053-663-2644,대구광역시 서구,http://www.animal.go.kr/files/shelter/2018/10/201811061211918.jpg,종료(반환),F,사진의 옷 착용 상태로 발견,2.5(Kg)
236,2018(년생),대구광역시 중구 동인동4가 국채보상로 724,대구시수의사회(동인),070-4466-1575,중구 손세규,검정,427341201800351,http://www.animal.go.kr/files/shelter/2018/10/201811061411871_s.jpg,20181106,중부소방서,[고양이] 한국 고양이,U,20181116,대구-중구-2018-00216,20181106,053-661-2644,대구광역시 중구,http://www.animal.go.kr/files/shelter/2018/10/201811061411871.jpeg,보호중,Q,,1(Kg)
237,2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),유기동물및동물보호협,051-971-6208,배수영,노란,426339201800686,http://www.animal.go.kr/files/shelter/2018/10/201811060911390_s.jpg,20181106,새벽시장로 56번길 16-8,[고양이] 한국 고양이,U,20181116,부산-사상-2018-00470,20181106,051-310-4784,부산광역시 사상구,http://www.animal.go.kr/files/shelter/2018/10/201811060911390.jpg,보호중,Q,사상구-485,1.5(Kg)
238,2013(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),유기동물및동물보호협,051-971-6208,배수영,연갈색,426339201800685,http://www.animal.go.kr/files/shelter/2018/10/201811060911508_s.jpg,20181106,광장로 37번길 66,[개] 믹스견,U,20181116,부산-사상-2018-00469,20181106,051-310-4784,부산광역시 사상구,http://www.animal.go.kr/files/shelter/2018/10/201811060911508.jpg,보호중,F,사상구-484,4(Kg)
239,2012(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),유기동물및동물보호협,051-971-6208,배수영,흰색,426339201800683,http://www.animal.go.kr/files/shelter/2018/10/201811060911136_s.jpg,20181106,구청 당직실,[개] 믹스견,U,20181116,부산-사상-2018-00467,20181106,051-310-4784,부산광역시 사상구,http://www.animal.go.kr/files/shelter/2018/10/201811060911136.jpg,보호중,M,사상구-482(대형견),25(Kg)
240,2016(년생),부산광역시 연제구 온천천남로 4 (연산동),청조동물병원,051-503-0688,장슬기,갈색,426337201802570,http://www.animal.go.kr/files/shelter/2018/10/201811061511334_s.jpg,20181106,황령산로 530 인근,[개] 코카 스파니엘,N,20181116,부산-연제-2018-00397,20181106,051-665-4482,부산광역시 연제구,http://www.animal.go.kr/files/shelter/2018/10/201811061511334.jpg,보호중,F,"불량(쇠약;안구돌출), 연제구 1-207호",3(Kg)
241,2018(년생),부산광역시 연제구 온천천남로 4 (연산동),청조동물병원,051-503-0688,장슬기,갈/은회색,426337201802569,http://www.animal.go.kr/files/shelter/2018/10/201811061511358_s.jpg,20181106,반송로 88 인근,[고양이] 페르시안-페프시안 친칠라,N,20181116,부산-연제-2018-00396,20181106,051-665-4482,부산광역시 연제구,http://www.animal.go.kr/files/shelter/2018/10/201811061511358.jpg,보호중,M,"불량(쇠약), 연제구 2-180호",2(Kg)
242,2018(년생),부산광역시 연제구 온천천남로 4 (연산동),청조동물병원,051-503-0688,장슬기,흰/검정색,426337201802568,http://www.animal.go.kr/files/shelter/2018/10/201811061511555_s.jpg,20181106,거제천로 209 인근,[고양이],N,20181116,부산-연제-2018-00395,20181106,051-665-4482,부산광역시 연제구,http://www.animal.go.kr/files/shelter/2018/10/201811061511555.jpg,보호중,M,"불량(쇠약), 연제구 2-179호",0.5(Kg)
243,2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),유기동물및동물보호협,051-971-6208,이시윤,갈색,426332201800507,http://www.animal.go.kr/files/shelter/2018/10/201811060911439_s.jpg,20181106,낙동대로1722번길,[개] 믹스견,U,20181116,부산-북구-2018-00362,20181106,051-309-4651,부산광역시 북구,http://www.animal.go.kr/files/shelter/2018/10/201811060911439.png,보호중,F,갈색,4(Kg)
244,2018(년생),부산광역시 해운대구 해운대로 1252 (송정동),누리동물병원,051-701-7593,양민규,흰색,426330201800356,http://www.animal.go.kr/files/shelter/2018/10/201811061311156_s.jpg,20181106,충렬대로 202번길77 제일장미아파트 b동501호,[개] 믹스견,N,20181116,부산-동래-2018-00361,20181106,051-550-4916,부산광역시 동래구,http://www.animal.go.kr/files/shelter/2018/10/201811061311156.jpg,보호중,M,"검정색목줄,기력없음",6.8(Kg)
245,2018(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,흰갈,411320201801579,http://www.animal.go.kr/files/shelter/2018/10/201811061511313_s.jpg,20181106,인헌초등학교,[고양이] 한국 고양이,N,20181116,서울-관악-2018-00777,20181106,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811061511313.jpg,보호중,F,"구청신고됨,탈진,결막염,설사,이유식급여",0.8(Kg)
246,2018(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,흰회색,411320201801578,http://www.animal.go.kr/files/shelter/2018/10/201811061311338_s.jpg,20181106,남강중학교,[고양이] 한국 고양이,N,20181116,서울-관악-2018-00776,20181106,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811061311338.jpg,보호중,M,"구청신고됨,탈진,결막염,설사,이유식급여",1(Kg)
247,2017(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,치즈색,411320201801577,http://www.animal.go.kr/files/shelter/2018/10/201811060911900_s.jpg,20181106,미성초등학교내,[고양이] 한국 고양이,Y,20181116,서울-관악-2018-00775,20181106,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811060911900.jpg,보호중,M,"구청신고됨.집고양이추정,순하고사람잘따름",3(Kg)
248,2018(년생),서울특별시 양천구 목동  657번지 16호,강현림 동물병원,02-2642-9159,양천구청,흰색,411314201800664,http://www.animal.go.kr/files/shelter/2018/10/20181106171179_s.jpg,20181106,신월5동파출소 (다음11-7),[고양이] 터키시 앙고라,N,20181116,서울-양천-2018-00333,20181106,02-2620-4821,서울특별시 양천구,http://www.animal.go.kr/files/shelter/2018/10/20181106171179.jpg,보호중,M,이갈이하지않은고양이로경계심보이지않으나많이울고항문주위가짖물러있음,1.2(Kg)
249,2017(년생),서울특별시 양천구 목동  657번지 16호,강현림 동물병원,02-2642-9159,양천구청,검정,411314201800663,http://www.animal.go.kr/files/shelter/2018/10/201811061711151_s.jpg,20181106,신정동양천구청상황실 (다음11-6),[개] 시베리안 허스키,N,20181116,서울-양천-2018-00332,20181106,02-2620-4821,서울특별시 양천구,http://www.animal.go.kr/files/shelter/2018/10/201811061711151.jpg,보호중,M,치석없으며경계심없고온순한편이나짖는편임,8(Kg)
